name,slide_mean,slide_std,patient_mean,patient_std,n_folds
Fusion_Smart_TransMIL_Midnight_p1000_bsFull_original_one_hot,0.6546221743944327,0.050434448745063996,0.6546221743944327,0.050434448745063996,5
LossComp_logistic_hazard_Fusion_Naive_MeanMIL_UNI_p1000_bs32_binary_one_hot,0.6201679996278152,0.049436872660111666,0.6201679996278152,0.049436872660111666,5
Fusion_Naive_MeanMIL_UNI_p1000_bs32_original_label_enc,0.6478322459345018,0.048094521930360914,0.6478322459345018,0.048094521930360914,5
Fusion_Naive_ABMIL_UNI_p4000_bs32_binary_label_enc,0.6540825373641878,0.05633684405562643,0.6540825373641878,0.05633684405562643,5
EarlyEnsemble_Fusion_Smart_TransMIL_VirchowMidnight_p100_bs32_binary_label_enc,0.6669921172117685,0.061730915254733204,0.6669921172117685,0.061730915254733204,5
EarlyEnsemble_Fusion_Smart_MeanMIL_VirchowMidnight_p4000_bs32_original_one_hot,0.6440865642393712,0.04825023759937603,0.6440865642393712,0.04825023759937603,5
Fusion_Naive_TransMIL_Virchow_p100_bsFull_original_one_hot,0.6576727781284001,0.054083200226800146,0.6576727781284001,0.054083200226800146,5
Fusion_Naive_MeanMIL_Midnight_p100_bs32_binary_label_enc,0.6487919300352452,0.0709954071999764,0.6487919300352452,0.0709954071999764,5
Fusion_Smart_ABMIL_Midnight_p1000_bsFull_original_one_hot,0.66187532736329,0.0603169236578349,0.66187532736329,0.0603169236578349,5
Fusion_Naive_ABMIL_UNI_p100_bsFull_original_label_enc,0.6572648386528764,0.05056628554137166,0.6572648386528764,0.05056628554137166,5
Fusion_Smart_ABMIL_UNI_p4000_bsFull_original_one_hot,0.6633611615150887,0.05019338485049428,0.6633611615150887,0.05019338485049428,5
EarlyEnsemble_Fusion_Naive_ABMIL_VirchowMidnight_p100_bs32_binary_one_hot,0.6544758004514944,0.052093423046839865,0.6544758004514944,0.052093423046839865,5
Fusion_Smart_ABMIL_Midnight_p100_bs32_original_one_hot,0.6655115964399181,0.06685712986305949,0.6655115964399181,0.06685712986305949,5
EarlyEnsemble_Fusion_Smart_TransMIL_VirchowMidnight_p100_bsFull_binary_label_enc,0.6732383230539394,0.04499599815451155,0.6732383230539394,0.04499599815451155,5
EarlyEnsemble_WSI_MeanMIL_VirchowMidnight_p100_bsFull_binary_None,0.6479896684220129,0.04695758007308778,0.6479896684220129,0.04695758007308778,5
EarlyEnsemble_Fusion_Smart_MeanMIL_VirchowMidnight_p4000_bs32_binary_one_hot,0.647176453138777,0.04719157148273163,0.647176453138777,0.04719157148273163,5
Fusion_Smart_ABMIL_Virchow_p1000_bs32_original_label_enc,0.669196366865752,0.04570824080603564,0.669196366865752,0.04570824080603564,5
WSI_TransMIL_Virchow_p1000_bsFull_original_None,0.6250202135421097,0.04018089605306183,0.6250202135421097,0.04018089605306183,5
Fusion_Smart_MeanMIL_UNI_p100_bs32_binary_one_hot,0.663396021468993,0.03650471271347958,0.663396021468993,0.03650471271347958,5
